dataset	architecture	distractor_name	cap_len	token_pos	corr_max	corr_mean	corr_min	corr_num_neg	corr_num_pos	dist_max	dist_mean	dist_min	dist_num_neg	dist_num_pos
mscoco	init	min	9	6	10.936151	-7.0115776	-15.675808	8593.341939185313	198.65806081468733	9.93664	-6.675416	-14.996821	8601.142283419393	190.85771658060816
mscoco	init	min	9	7	10.48501	-6.8877335	-15.471195	8606.839357429719	185.1606425702811	9.65044	-6.5502243	-14.7536955	8607.68445209409	184.31554790590934
mscoco	init	min	9	8	11.216397	-4.9578056	-12.580358	8398.445209409065	393.55479059093517	9.097732	-4.877175	-12.253402	8416.734939759037	375.26506024096386
mscoco	init	min	9	9	11.183024	-7.446146	-16.035402	8625.914515203673	166.08548479632816	10.362938	-6.9850416	-15.184089	8626.676419965577	165.3235800344234
mscoco	init	min	10	0	9.408553	-6.2791257	-13.497548	8650.205660377358	141.7943396226415	9.340255	-6.280999	-13.619493	8646.373584905661	145.62641509433962
mscoco	init	min	10	1	8.919187	-4.564445	-11.094938	8434.951886792453	357.04811320754715	8.55856	-4.5868044	-11.203844	8430.85283018868	361.14716981132074
mscoco	init	min	10	2	10.35443	-5.877907	-13.552296	8530.919811320755	261.0801886792453	9.2190895	-5.5987506	-13.051548	8538.392452830189	253.6075471698113
mscoco	init	min	10	3	10.515588	-6.3076787	-14.379662	8535.57924528302	256.42075471698115	9.148247	-6.039312	-13.804085	8553.922641509434	238.07735849056604
mscoco	init	min	10	4	10.451261	-6.060067	-14.078163	8511.58679245283	280.4132075471698	8.941515	-5.8124366	-13.476011	8518.687735849056	273.3122641509434
mscoco	init	min	10	5	10.95975	-6.4203973	-14.701834	8537.289622641509	254.71037735849058	9.202967	-6.0408297	-13.960245	8539.520754716981	252.47924528301886
mscoco	init	min	10	6	10.703038	-6.825804	-15.325482	8572.59716981132	219.40283018867925	9.370506	-6.4692583	-14.659887	8580.568867924529	211.4311320754717
mscoco	init	min	10	7	11.540069	-7.011139	-15.813358	8592.287735849057	199.71226415094338	10.558184	-6.7116876	-15.3448925	8596.367924528302	195.6320754716981
mscoco	init	min	10	8	10.925402	-6.7710357	-15.425534	8584.35283018868	207.64716981132077	9.841723	-6.38874	-14.527895	8580.041509433962	211.95849056603774
mscoco	init	min	10	9	11.677945	-5.0368586	-12.923328	8392.722641509434	399.27735849056603	9.358912	-4.920889	-12.534976	8396.454716981132	395.5452830188679
mscoco	init	min	10	10	12.024444	-7.5843005	-16.340994	8630.775471698113	161.2245283018868	11.081685	-7.0145187	-15.294657	8627.957547169812	164.04245283018867
mscoco	init	min	11	0	9.365424	-6.342267	-13.608478	8655.270875763748	136.72912423625255	9.3447075	-6.309411	-13.623439	8648.13849287169	143.86150712830957
mscoco	init	min	11	1	8.859147	-4.590772	-11.011711	8442.633401221996	349.36659877800406	8.650197	-4.6201262	-11.22692	8433.9633401222	358.0366598778004
mscoco	init	min	11	2	10.182172	-5.7857146	-13.369417	8530.849287169043	261.1507128309572	9.040055	-5.5611095	-12.998202	8530.539714867617	261.46028513238286
mscoco	init	min	11	3	11.148514	-6.2475777	-14.492329	8536.063136456212	255.93686354378818	9.492701	-6.173066	-14.179178	8553.890020366598	238.10997963340122
mscoco	init	min	11	4	10.168253	-6.593456	-14.8352	8566.674134419553	225.32586558044807	9.171183	-6.248179	-14.213052	8563.087576374746	228.91242362525458
mscoco	init	min	11	5	10.526299	-6.3225565	-14.441926	8529.346232179227	262.6537678207739	9.040316	-6.0783806	-13.949184	8534.682281059064	257.31771894093686
mscoco	init	min	11	6	10.630608	-6.942477	-15.438305	8589.9633401222	202.03665987780042	9.53656	-6.635573	-14.744288	8595.266802443992	196.73319755600815
mscoco	init	min	11	7	10.60261	-6.448778	-14.701003	8559.613034623218	232.3869653767821	9.6209545	-6.2910485	-14.511848	8575.042769857433	216.9572301425662
mscoco	init	min	11	8	11.232585	-6.936687	-15.602839	8582.297352342159	209.70264765784114	10.553532	-6.736033	-15.221497	8589.723014256619	202.27698574338086
mscoco	init	min	11	9	11.135895	-6.9334764	-15.727935	8587.49083503055	204.5091649694501	10.098637	-6.6275325	-15.040161	8591.623217922606	200.37678207739307
mscoco	init	min	11	10	12.0764265	-5.0852466	-12.885343	8395.405295315682	396.5947046843177	9.626609	-5.0306835	-12.625964	8426.144602851324	365.85539714867616
mscoco	init	min	11	11	12.208964	-7.6449647	-16.382915	8632.598778004074	159.40122199592668	11.439422	-7.248586	-15.628061	8636.356415478615	155.64358452138492
mscoco	init	min	12	0	9.266806	-6.2169123	-13.315633	8647.258620689656	144.74137931034483	9.264281	-6.2812457	-13.5000105	8646.974137931034	145.02586206896552
mscoco	init	min	12	1	8.919079	-4.568449	-11.107828	8434.836206896553	357.16379310344826	8.481992	-4.581006	-11.078109	8429.025862068966	362.9741379310345
mscoco	init	min	12	2	11.44986	-6.2829485	-14.129566	8573.198275862069	218.80172413793105	10.42612	-6.0269156	-13.729277	8571.068965517241	220.93103448275863
mscoco	init	min	12	3	11.001758	-5.5404954	-13.07974	8475.594827586207	316.4051724137931	9.051729	-5.40155	-12.942504	8475.5	316.5
mscoco	init	min	12	4	9.939203	-6.0405917	-14.000184	8508.922413793103	283.07758620689657	8.643739	-5.8366556	-13.568219	8532.094827586207	259.9051724137931
mscoco	init	min	12	5	10.906762	-6.9910316	-15.4919	8576.853448275862	215.14655172413794	9.790442	-6.6311283	-14.99104	8579.327586206897	212.67241379310346
mscoco	init	min	12	6	10.1651	-7.0517664	-15.585864	8595.293103448275	196.70689655172413	9.504581	-6.7385807	-15.110198	8601.76724137931	190.23275862068965
mscoco	init	min	12	7	11.861453	-7.0294995	-15.949037	8595.672413793103	196.32758620689654	11.310019	-6.8552294	-15.636647	8602.025862068966	189.97413793103448
mscoco	init	min	12	8	10.904209	-7.1592164	-15.693287	8610.818965517241	181.18103448275863	10.205088	-6.916172	-15.392179	8614.189655172413	177.81034482758622
mscoco	init	min	12	9	10.918619	-5.7823534	-13.760266	8481.887931034482	310.11206896551727	9.779365	-5.753056	-13.784274	8495.112068965518	296.88793103448273
mscoco	init	min	12	10	13.00202	-6.6115665	-15.83181	8536.646551724138	255.35344827586206	11.211394	-6.1792364	-14.992812	8516.163793103447	275.83620689655174
mscoco	init	min	12	11	13.372439	-5.114168	-13.304563	8367.741379310344	424.2586206896552	10.013486	-5.0729628	-13.156131	8385.948275862069	406.05172413793105
mscoco	init	min	12	12	12.786386	-7.828607	-16.781206	8634.672413793103	157.32758620689654	12.179585	-7.3191895	-15.94915	8636.612068965518	155.38793103448276
mscoco	init	min	13	0	9.184155	-6.197891	-13.477191	8646.36	145.64	9.432516	-6.508928	-13.837539	8651.88	140.12
mscoco	init	min	13	1	8.66045	-4.566588	-10.894584	8434.6	357.4	8.876582	-4.7479997	-11.310808	8450.64	341.36
mscoco	init	min	13	2	10.460815	-5.972031	-13.372351	8551.72	240.28	9.930634	-5.8617463	-13.504895	8549.68	242.32
mscoco	init	min	13	3	10.61642	-6.086674	-13.889515	8533.28	258.72	9.325408	-5.937432	-13.852779	8541.12	250.88
mscoco	init	min	13	4	9.724145	-5.9766526	-13.774457	8512.48	279.52	8.895448	-5.7361097	-13.143818	8515.12	276.88
mscoco	init	min	13	5	10.789981	-6.411078	-14.987844	8547.76	244.24	8.819602	-6.141297	-14.370283	8538.32	253.68
mscoco	init	min	13	6	10.1139765	-6.443976	-14.477185	8559.64	232.36	9.1617775	-6.261786	-14.196887	8571.08	220.92
mscoco	init	min	13	7	9.565638	-6.607842	-14.924331	8572.16	219.84	9.202948	-6.403597	-14.383859	8573.2	218.8
mscoco	init	min	13	8	11.034521	-6.5166802	-15.147891	8567.4	224.6	10.899847	-6.4595103	-15.124275	8551.04	240.96
mscoco	init	min	13	9	10.070558	-6.6371503	-14.926274	8565.76	226.24	9.631559	-6.850835	-15.426177	8589.88	202.12
mscoco	init	min	13	10	10.886848	-6.6714325	-15.263218	8549.64	242.36	10.283246	-6.562762	-14.894593	8563.44	228.56
mscoco	init	min	13	11	11.974627	-6.599551	-15.399266	8550.52	241.48	10.579292	-6.4267583	-14.876008	8559.88	232.12
mscoco	init	min	13	12	12.287412	-4.924039	-12.675323	8347.0	445.0	10.566184	-4.9255633	-12.61456	8381.76	410.24
mscoco	init	min	13	13	12.45091	-7.659616	-16.614897	8633.84	158.16	11.626429	-7.3514614	-15.80216	8645.4	146.6
mscoco	pre	max	7	0	8.607097	-6.4252114	-11.731663	8708.015748031496	83.98425196850394	8.582192	-6.5626297	-11.908571	8712.629921259842	79.37007874015748
mscoco	pre	max	7	1	7.5559	-5.6758933	-11.244217	8636.433070866142	155.56692913385828	7.343726	-5.707705	-11.22796	8641.0	151.0
mscoco	pre	max	7	2	7.120356	-7.7391014	-13.209569	8724.866141732284	67.13385826771653	6.5576262	-7.5199785	-12.92304	8728.267716535433	63.732283464566926
mscoco	pre	max	7	3	7.561469	-8.225665	-14.184138	8711.259842519685	80.74015748031496	7.2083173	-8.033216	-13.835327	8717.700787401574	74.2992125984252
mscoco	pre	max	7	4	7.0934086	-8.727118	-14.790532	8734.511811023622	57.488188976377955	6.9138503	-8.461972	-14.427122	8734.488188976378	57.511811023622045
mscoco	pre	max	7	5	8.284448	-8.017186	-14.213489	8724.669291338583	67.33070866141732	7.8539205	-7.774764	-13.794304	8720.614173228347	71.38582677165354
mscoco	pre	max	7	6	8.25724	-7.10962	-13.150043	8686.72440944882	105.2755905511811	7.461309	-6.9698057	-12.889346	8693.488188976378	98.51181102362204
mscoco	pre	max	7	7	5.8214626	-9.754103	-15.999423	8753.023622047243	38.976377952755904	5.632067	-9.52453	-15.606337	8752.88188976378	39.118110236220474
mscoco	pre	max	8	0	8.755666	-6.271153	-11.452674	8707.513139695713	84.48686030428769	8.697476	-6.38625	-11.609323	8709.349930843708	82.65006915629323
mscoco	pre	max	8	1	7.552048	-5.4271894	-10.871185	8625.106500691563	166.89349930843707	7.5452905	-5.5382495	-11.025934	8630.411479944674	161.58852005532503
mscoco	pre	max	8	2	7.56428	-7.4294653	-12.85418	8720.415629322268	71.58437067773167	7.1282835	-7.2776713	-12.672619	8722.63969571231	69.36030428769018
mscoco	pre	max	8	3	8.010508	-7.628927	-13.40661	8708.129322268327	83.87067773167358	7.575748	-7.4665313	-13.159863	8712.245504840941	79.75449515905947
mscoco	pre	max	8	4	7.593326	-7.5666623	-13.405696	8702.609958506224	89.39004149377594	7.144942	-7.404136	-13.168414	8703.066390041493	88.93360995850622
mscoco	pre	max	8	5	7.20347	-9.263374	-15.457356	8743.075380359613	48.92461964038728	6.9479213	-9.040871	-15.134786	8743.890733056709	48.10926694329184
mscoco	pre	max	8	6	8.198567	-8.384834	-14.663333	8737.085753803596	54.91424619640387	7.930425	-8.199724	-14.369084	8737.975795297372	54.02420470262794
mscoco	pre	max	8	7	8.116672	-6.8018475	-12.8620615	8672.22060857538	119.77939142461965	7.411078	-6.697595	-12.641394	8675.043568464731	116.95643153526972
mscoco	pre	max	8	8	6.880003	-10.071413	-16.45694	8756.39142461964	35.60857538035961	6.545412	-9.811974	-16.062305	8756.80705394191	35.19294605809129
mscoco	pre	max	9	0	8.692228	-6.3158703	-11.51767	8705.798026697621	86.20197330237957	8.700659	-6.3978343	-11.632276	8708.291932675565	83.70806732443413
mscoco	pre	max	9	1	7.4894385	-5.5166926	-10.968097	8627.038305281485	164.96169471851422	7.573972	-5.58274	-11.062985	8631.274521183981	160.72547881601858
mscoco	pre	max	9	2	8.643352	-7.272671	-12.755042	8721.771909460243	70.22809053975624	8.0012	-7.079684	-12.501891	8722.89901334881	69.10098665118979
mscoco	pre	max	9	3	8.04194	-7.691817	-13.489778	8695.263493905977	96.73650609402206	7.640582	-7.4677987	-13.156111	8700.028438769588	91.97156123041208
mscoco	pre	max	9	4	7.8765635	-8.437513	-14.426946	8723.903656413233	68.09634358676726	7.5727015	-8.174976	-14.067973	8724.99593731863	67.0040626813697
mscoco	pre	max	9	5	8.29749	-8.323913	-14.461471	8718.841555426581	73.15844457341845	7.8396144	-8.14215	-14.195007	8718.945443993036	73.0545560069646
mscoco	pre	max	9	6	8.3870125	-9.335385	-15.7606325	8740.233313987232	51.766686012768425	8.065697	-9.1013155	-15.38624	8740.762042948347	51.23795705165409
mscoco	pre	max	9	7	8.648088	-8.606142	-15.033006	8734.741149158444	57.25885084155543	8.372613	-8.402722	-14.691388	8735.59373186303	56.406268136970404
mscoco	pre	max	9	8	9.28452	-7.2002754	-13.505881	8682.560069645966	109.43993035403366	8.542257	-7.024524	-13.201995	8682.087637840976	109.91236215902495
mscoco	pre	max	9	9	7.9379015	-10.499127	-17.129478	8757.860708067325	34.13929193267557	7.61357	-10.181979	-16.663858	8758.151479976785	33.84852002321532
mscoco	pre	max	10	0	8.762811	-6.342916	-11.616864	8706.198868991518	85.80113100848256	8.765003	-6.437322	-11.736447	8708.852968897267	83.14703110273327
mscoco	pre	max	10	1	7.6839666	-5.5147324	-11.034519	8626.375117813384	165.6248821866164	7.690736	-5.5742793	-11.108502	8631.669180018851	160.33081998114986
mscoco	pre	max	10	2	8.018125	-7.2754173	-12.690118	8718.375117813384	73.6248821866164	7.603131	-7.0687966	-12.447491	8719.688030160227	72.3119698397738
mscoco	pre	max	10	3	8.174753	-7.8099046	-13.615093	8700.77851083883	91.2214891611687	7.6657324	-7.614199	-13.307521	8704.924599434496	87.07540056550424
mscoco	pre	max	10	4	8.197598	-8.203237	-14.205446	8713.892554194157	78.10744580584354	7.7399187	-7.9592514	-13.871703	8713.19698397738	78.80207351555137
mscoco	pre	max	10	5	8.1916275	-8.702471	-14.792068	8728.026390197927	63.97360980207352	7.6775827	-8.467929	-14.463007	8727.146088595664	64.85391140433553
mscoco	pre	max	10	6	8.165185	-9.017386	-15.3435545	8733.664467483506	58.33553251649387	7.81605	-8.808607	-15.027911	8735.455230914233	56.544769085768145
mscoco	pre	max	10	7	8.974477	-9.009949	-15.5140915	8735.788878416588	56.211121583411874	8.693065	-8.755688	-15.127946	8736.226201696512	55.773798303487276
mscoco	pre	max	10	8	9.081435	-8.458538	-14.895584	8723.056550424128	68.94344957587182	8.684203	-8.212134	-14.51511	8720.789820923657	71.21017907634307
mscoco	pre	max	10	9	9.476887	-7.273063	-13.702108	8673.279924599434	118.7200754005655	8.643435	-7.0914454	-13.397187	8673.60603204524	118.39396795475966
mscoco	pre	max	10	10	9.189532	-10.54124	-17.302402	8757.995287464655	34.00471253534401	8.852807	-10.2249	-16.826496	8757.78039585297	34.219604147031106
mscoco	pre	max	11	0	8.647554	-6.268624	-11.513215	8707.0875	84.9125	8.636802	-6.506288	-11.85292	8709.779166666667	82.22083333333333
mscoco	pre	max	11	1	7.1872177	-5.5310574	-11.025463	8628.797916666666	163.20208333333332	7.4509673	-5.706964	-11.284845	8634.99375	157.00625
mscoco	pre	max	11	2	8.5383625	-7.232185	-12.840822	8721.658333333333	70.34166666666667	8.036861	-7.1837544	-12.795341	8721.9875	70.0125
mscoco	pre	max	11	3	8.724424	-7.638062	-13.508227	8702.954166666666	89.04583333333333	8.2314625	-7.5678034	-13.364697	8706.83125	85.16875
mscoco	pre	max	11	4	8.093738	-7.9593396	-14.030262	8714.99375	77.00625	7.8799	-7.9150767	-13.974013	8717.1625	74.8375
mscoco	pre	max	11	5	7.682672	-8.076528	-14.201666	8707.88125	84.11875	7.512975	-8.044356	-14.153335	8708.479166666666	83.52083333333333
mscoco	pre	max	11	6	7.9975953	-9.109303	-15.329232	8739.1	52.9	7.6589575	-8.996804	-15.192438	8740.516666666666	51.483333333333334
mscoco	pre	max	11	7	8.41849	-8.28853	-14.580626	8718.039583333333	73.96041666666666	8.094509	-8.256647	-14.49905	8722.145833333334	69.85416666666667
mscoco	pre	max	11	8	8.628239	-9.235109	-15.799951	8738.039583333333	53.96041666666667	8.4257555	-9.101483	-15.643826	8739.464583333332	52.53541666666667
mscoco	pre	max	11	9	9.016786	-8.839345	-15.508602	8730.19375	61.80625	8.781279	-8.69707	-15.2853565	8731.708333333334	60.291666666666664
mscoco	pre	max	11	10	9.433244	-7.176921	-13.559211	8666.029166666667	125.97083333333333	8.7809725	-7.1084514	-13.434693	8670.308333333332	121.69166666666666
mscoco	pre	max	11	11	9.198625	-10.488674	-17.238186	8758.4	33.6	8.893762	-10.261286	-16.905422	8758.43125	33.56875
mscoco	pre	max	12	0	8.737537	-6.1290617	-11.252887	8701.34306569343	90.65693430656934	8.734356	-6.4048557	-11.605358	8707.985401459853	84.01459854014598
mscoco	pre	max	12	1	7.6702657	-5.3644814	-10.838872	8621.591240875912	170.4087591240876	7.6946106	-5.555265	-11.073648	8632.313868613139	159.68613138686132
mscoco	pre	max	12	2	8.831276	-7.197395	-12.563492	8725.12408759124	66.87591240875912	8.507388	-7.0622115	-12.378726	8726.693430656935	65.30656934306569
mscoco	pre	max	12	3	9.228333	-6.651957	-12.251151	8669.474452554745	122.52554744525547	8.291237	-6.5635815	-12.093485	8677.649635036496	114.35036496350365
mscoco	pre	max	12	4	7.5637813	-7.9129815	-13.645717	8712.29197080292	79.7080291970803	6.9863925	-7.687639	-13.376162	8714.912408759124	77.08759124087591
mscoco	pre	max	12	5	7.746855	-9.424112	-15.504659	8735.664233576643	56.33576642335766	7.3325086	-9.211192	-15.222859	8736.532846715329	55.46715328467153
mscoco	pre	max	12	6	8.338024	-8.29859	-14.363881	8728.357664233577	63.64233576642336	8.051692	-8.156761	-14.202302	8729.481751824818	62.518248175182485
mscoco	pre	max	12	7	9.385189	-8.686519	-14.949673	8733.839416058394	58.160583941605836	9.385396	-8.49992	-14.725522	8733.970802919708	58.02919708029197
mscoco	pre	max	12	8	8.732444	-8.767283	-15.042926	8737.357664233577	54.64233576642336	8.4893465	-8.472558	-14.626012	8737.576642335767	54.42335766423358
mscoco	pre	max	12	9	9.327945	-8.204407	-14.792575	8705.627737226278	86.37226277372262	8.651238	-7.934716	-14.453337	8699.963503649635	92.03649635036497
mscoco	pre	max	12	10	10.876397	-8.82487	-15.66315	8721.080291970802	70.91970802919708	10.075868	-8.49542	-15.22217	8723.313868613139	68.68613138686132
mscoco	pre	max	12	11	10.667238	-7.6071672	-14.356687	8671.262773722628	120.73722627737226	9.197651	-7.36872	-14.012061	8672.846715328467	119.15328467153284
mscoco	pre	max	12	12	10.3361225	-10.9947195	-18.048029	8758.620437956204	33.37956204379562	9.848005	-10.594085	-17.560534	8757.941605839416	34.058394160583944
mscoco	pre	max	13	0	9.071085	-6.305389	-11.61158	8699.478260869566	92.52173913043478	9.147112	-6.150826	-11.297317	8701.782608695652	90.21739130434783
mscoco	pre	max	13	1	7.127501	-5.4013762	-11.01335	8621.0	171.0	8.265443	-5.3205647	-10.814749	8622.782608695652	169.2173913043478
mscoco	pre	max	13	2	7.3783617	-7.5343065	-13.163207	8736.782608695652	55.21739130434783	7.5084906	-7.3274364	-12.874672	8736.04347826087	55.95652173913044
mscoco	pre	max	13	3	9.590479	-6.5740256	-12.449859	8657.91304347826	134.08695652173913	9.395661	-6.3640375	-12.083529	8653.478260869566	138.52173913043478
mscoco	pre	max	13	4	7.7254186	-7.199819	-13.068975	8696.478260869566	95.52173913043478	7.835651	-6.995951	-12.825089	8693.739130434782	98.26086956521739
mscoco	pre	max	13	5	8.071364	-8.209793	-14.33753	8730.565217391304	61.43478260869565	8.440962	-8.017419	-14.06346	8723.869565217392	68.1304347826087
mscoco	pre	max	13	6	8.22317	-7.9156914	-13.930179	8718.826086956522	73.17391304347827	8.621047	-7.9737535	-14.009081	8724.130434782608	67.8695652173913
mscoco	pre	max	13	7	7.5215044	-7.299701	-13.352623	8687.608695652174	104.3913043478261	7.9649725	-7.4050736	-13.593744	8685.347826086956	106.65217391304348
mscoco	pre	max	13	8	7.4137235	-8.662412	-14.706836	8740.869565217392	51.130434782608695	7.4486284	-8.671278	-14.73077	8740.608695652174	51.391304347826086
mscoco	pre	max	13	9	8.098952	-8.094458	-14.412919	8709.391304347826	82.6086956521739	8.050403	-8.209758	-14.59711	8715.652173913044	76.34782608695652
mscoco	pre	max	13	10	8.854997	-7.6688895	-14.027945	8691.08695652174	100.91304347826087	8.920538	-7.7588754	-14.199628	8696.652173913044	95.34782608695652
mscoco	pre	max	13	11	9.990149	-8.109734	-14.547739	8717.782608695652	74.21739130434783	9.721284	-8.159039	-14.611634	8721.739130434782	70.26086956521739
mscoco	pre	max	13	12	9.253924	-6.4777	-12.67565	8639.91304347826	152.08695652173913	9.046826	-6.538374	-12.690866	8623.782608695652	168.2173913043478
mscoco	pre	max	13	13	9.609123	-10.028971	-16.797403	8753.434782608696	38.56521739130435	9.112605	-9.982993	-16.658192	8751.391304347826	40.608695652173914
mscoco	pre	med	7	0	8.607097	-6.4252114	-11.731663	8708.015748031496	83.98425196850394	8.803656	-6.1714973	-11.290546	8703.677165354331	88.32283464566929
mscoco	pre	med	7	1	7.5559	-5.6758933	-11.244217	8636.433070866142	155.56692913385828	7.5174727	-5.415184	-10.802215	8624.952755905511	167.04724409448818
mscoco	pre	med	7	2	7.120356	-7.7391014	-13.209569	8724.866141732284	67.13385826771653	5.7730117	-6.6931305	-11.770211	8720.8031496063	71.19685039370079
mscoco	pre	med	7	3	7.561469	-8.225665	-14.184138	8711.259842519685	80.74015748031496	6.4880185	-7.320358	-12.797428	8722.811023622047	69.18897637795276
mscoco	pre	med	7	4	7.0934086	-8.727118	-14.790532	8734.511811023622	57.488188976377955	6.5295258	-7.6773825	-13.241093	8729.779527559054	62.22047244094488
mscoco	pre	med	7	5	8.284448	-8.017186	-14.213489	8724.669291338583	67.33070866141732	7.4233522	-7.179897	-12.935514	8719.023622047243	72.97637795275591
mscoco	pre	med	7	6	8.25724	-7.10962	-13.150043	8686.72440944882	105.2755905511811	6.308512	-6.446341	-12.10887	8683.157480314962	108.84251968503936
mscoco	pre	med	7	7	5.8214626	-9.754103	-15.999423	8753.023622047243	38.976377952755904	5.3662815	-8.891961	-14.670991	8752.141732283464	39.85826771653543
mscoco	pre	med	8	0	8.755666	-6.271153	-11.452674	8707.513139695713	84.48686030428769	8.736945	-6.2844715	-11.491639	8705.703319502074	86.29668049792531
mscoco	pre	med	8	1	7.552048	-5.4271894	-10.871185	8625.106500691563	166.89349930843707	7.4670835	-5.455566	-10.901805	8624.495850622407	167.50414937759336
mscoco	pre	med	8	2	7.56428	-7.4294653	-12.85418	8720.415629322268	71.58437067773167	6.503582	-6.7298894	-11.983894	8718.045643153528	73.95435684647303
mscoco	pre	med	8	3	8.010508	-7.628927	-13.40661	8708.129322268327	83.87067773167358	6.940585	-7.0442696	-12.493037	8713.40041493776	78.59958506224066
mscoco	pre	med	8	4	7.593326	-7.5666623	-13.405696	8702.609958506224	89.39004149377594	6.584875	-6.9515	-12.516828	8696.839557399724	95.16044260027662
mscoco	pre	med	8	5	7.20347	-9.263374	-15.457356	8743.075380359613	48.92461964038728	6.5413146	-8.413411	-14.261389	8741.685338865836	50.31466113416321
mscoco	pre	med	8	6	8.198567	-8.384834	-14.663333	8737.085753803596	54.91424619640387	7.5170903	-7.691448	-13.5808935	8735.09266943292	56.9073305670816
mscoco	pre	med	8	7	8.116672	-6.8018475	-12.8620615	8672.22060857538	119.77939142461965	6.531905	-6.333193	-12.07139	8671.948824343015	120.05117565698478
mscoco	pre	med	8	8	6.880003	-10.071413	-16.45694	8756.39142461964	35.60857538035961	6.098396	-9.181078	-15.188684	8755.800138312587	36.19986168741355
mscoco	pre	med	9	0	8.692228	-6.3158703	-11.51767	8705.798026697621	86.20197330237957	8.76148	-6.2395096	-11.429815	8704.62681369704	87.37318630295995
mscoco	pre	med	9	1	7.4894385	-5.5166926	-10.968097	8627.038305281485	164.96169471851422	7.539069	-5.4185977	-10.8611355	8623.218224027858	168.78177597214162
mscoco	pre	med	9	2	8.643352	-7.272671	-12.755042	8721.771909460243	70.22809053975624	7.203744	-6.6146836	-11.913208	8718.62275101567	73.37724898432965
mscoco	pre	med	9	3	8.04194	-7.691817	-13.489778	8695.263493905977	96.73650609402206	7.0972333	-6.96095	-12.441957	8697.00812536274	94.9918746372606
mscoco	pre	med	9	4	7.8765635	-8.437513	-14.426946	8723.903656413233	68.09634358676726	7.132439	-7.610138	-13.289717	8720.7011027278	71.29889727219965
mscoco	pre	med	9	5	8.29749	-8.323913	-14.461471	8718.841555426581	73.15844457341845	7.1070547	-7.648101	-13.480643	8714.991294254207	77.00870574579223
mscoco	pre	med	9	6	8.3870125	-9.335385	-15.7606325	8740.233313987232	51.766686012768425	7.6169043	-8.540753	-14.593368	8738.59199071387	53.408009286128845
mscoco	pre	med	9	7	8.648088	-8.606142	-15.033006	8734.741149158444	57.25885084155543	8.028129	-7.899409	-13.957505	8733.680789320952	58.31921067904817
mscoco	pre	med	9	8	9.28452	-7.2002754	-13.505881	8682.560069645966	109.43993035403366	7.494325	-6.5651107	-12.529672	8673.656993615787	118.34300638421358
mscoco	pre	med	9	9	7.9379015	-10.499127	-17.129478	8757.860708067325	34.13929193267557	7.2135367	-9.537426	-15.750449	8757.469529889728	34.53047011027278
mscoco	pre	med	10	0	8.762811	-6.342916	-11.616864	8706.198868991518	85.80113100848256	8.757148	-6.2097917	-11.386535	8705.10367577757	86.89632422243167
mscoco	pre	med	10	1	7.6839666	-5.5147324	-11.034519	8626.375117813384	165.6248821866164	7.49876	-5.403354	-10.844556	8623.720075400566	168.2799245994345
mscoco	pre	med	10	2	8.018125	-7.2754173	-12.690118	8718.375117813384	73.6248821866164	7.109935	-6.597138	-11.843015	8715.194156456173	76.80584354382658
mscoco	pre	med	10	3	8.174753	-7.8099046	-13.615093	8700.77851083883	91.2214891611687	6.934674	-7.087884	-12.583414	8703.390197926485	88.60980207351555
mscoco	pre	med	10	4	8.197598	-8.203237	-14.205446	8713.892554194157	78.10744580584354	7.096593	-7.413269	-13.109761	8706.16588124411	85.83411875589067
mscoco	pre	med	10	5	8.1916275	-8.702471	-14.792068	8728.026390197927	63.97360980207352	6.9139957	-7.9031944	-13.727827	8723.98397737983	68.01602262016965
mscoco	pre	med	10	6	8.165185	-9.017386	-15.3435545	8733.664467483506	58.33553251649387	7.2646437	-8.257194	-14.223639	8734.215834118755	57.78416588124411
mscoco	pre	med	10	7	8.974477	-9.009949	-15.5140915	8735.788878416588	56.211121583411874	8.176919	-8.1178665	-14.190536	8732.633364750236	59.36663524976437
mscoco	pre	med	10	8	9.081435	-8.458538	-14.895584	8723.056550424128	68.94344957587182	8.061052	-7.6852903	-13.766098	8719.552309142318	72.44769085768144
mscoco	pre	med	10	9	9.476887	-7.273063	-13.702108	8673.279924599434	118.7200754005655	7.358233	-6.571668	-12.630673	8665.02356267672	126.97643732327992
mscoco	pre	med	10	10	9.189532	-10.54124	-17.302402	8757.995287464655	34.00471253534401	8.299249	-9.556233	-15.900282	8757.258246936852	34.741753063147975
mscoco	pre	med	11	0	8.647554	-6.268624	-11.513215	8707.0875	84.9125	8.75354	-6.3107	-11.548626	8706.258333333333	85.74166666666666
mscoco	pre	med	11	1	7.1872177	-5.5310574	-11.025463	8628.797916666666	163.20208333333332	7.5518775	-5.4639425	-10.922001	8624.233333333334	167.76666666666668
mscoco	pre	med	11	2	8.5383625	-7.232185	-12.840822	8721.658333333333	70.34166666666667	7.4704576	-6.656242	-12.123225	8715.089583333332	76.91041666666666
mscoco	pre	med	11	3	8.724424	-7.638062	-13.508227	8702.954166666666	89.04583333333333	7.771192	-7.0411177	-12.640809	8705.816666666668	86.18333333333334
mscoco	pre	med	11	4	8.093738	-7.9593396	-14.030262	8714.99375	77.00625	7.659089	-7.273653	-13.0238	8713.272916666667	78.72708333333334
mscoco	pre	med	11	5	7.682672	-8.076528	-14.201666	8707.88125	84.11875	6.862165	-7.5017405	-13.437967	8696.847916666668	95.15208333333334
